UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
1963,L49142,L,297.8,307.5,1391,48.6,109,0,No Failure
1964,L49143,L,297.7,307.5,1379,43.3,111,0,No Failure
1965,M16824,M,297.8,307.5,1405,46.9,113,0,No Failure
1966,L49145,L,297.8,307.5,1581,33.1,116,0,No Failure
1967,L49146,L,297.9,307.6,1515,40.5,118,0,No Failure
1968,L49147,L,297.9,307.6,1589,37.8,120,0,No Failure
1969,L49148,L,298,307.6,1281,50.8,122,0,No Failure
1970,H31383,H,297.8,307.5,1631,31.3,124,0,No Failure
1971,M16830,M,297.9,307.6,1202,67,129,0,No Failure
1972,L49151,L,297.9,307.6,1298,52.7,132,0,No Failure
1973,L49152,L,297.9,307.6,1612,30.7,134,0,No Failure
1974,L49153,L,297.9,307.6,1747,25.3,136,0,No Failure
1975,L49154,L,298,307.6,1450,48.7,138,0,No Failure
1976,L49155,L,298,307.7,1422,45.6,140,0,No Failure
1977,M16836,M,298.1,307.7,1419,47.4,142,0,No Failure
1978,M16837,M,298.1,307.7,1633,30.7,145,0,No Failure
1979,L49158,L,298,307.7,1442,43.6,148,0,No Failure
1980,H31393,H,298,307.6,1420,45.8,150,0,No Failure
1981,M16840,M,298,307.6,1301,58.5,155,0,No Failure
1982,L49161,L,298,307.6,1385,45,158,0,No Failure
1983,M16842,M,298,307.7,1487,41.3,160,0,No Failure
1984,M16843,M,298,307.6,1459,44.4,163,0,No Failure
1985,M16844,M,298,307.5,1387,45.5,166,0,No Failure
1986,L49165,L,298.1,307.7,1537,40.8,169,0,No Failure
1987,L49166,L,298.1,307.6,1498,42.9,171,0,No Failure
1988,M16847,M,298.2,307.8,1599,31.2,173,0,No Failure
1989,H31402,H,298.3,307.9,1420,39.2,176,0,No Failure
1990,L49169,L,298.2,307.9,1785,23.4,181,0,No Failure
1991,L49170,L,298.2,307.8,1423,48.1,183,0,No Failure
1992,M16851,M,298.2,307.8,1583,36.6,185,0,No Failure
1993,L49172,L,298.2,307.8,1375,46.6,188,0,No Failure
1994,M16853,M,298.3,308,1463,42.5,190,0,No Failure
1995,M16854,M,298.2,307.9,1403,45.1,193,0,No Failure
1996,L49175,L,298.3,308,1451,47.1,196,0,No Failure
1997,M16856,M,298.4,308,1416,38.2,198,1,Tool Wear Failure
1998,L49177,L,298.3,308.1,1672,41.3,0,0,No Failure
1999,H31412,H,298.3,308,1637,30.8,2,0,No Failure
2000,L49179,L,298.4,308,1540,37.8,7,0,No Failure
2001,L49180,L,298.4,308.1,1279,53.1,9,0,No Failure
2002,L49181,L,298.4,308.2,1604,34.9,11,0,No Failure
2003,L49182,L,298.5,308.2,1654,27.1,13,0,No Failure
2004,M16863,M,298.5,308.2,1564,37.5,15,0,No Failure
2005,L49184,L,298.5,308.2,1451,47.5,18,0,No Failure
2006,L49185,L,298.5,308.3,1504,38,20,0,No Failure
2007,M16866,M,298.5,308.3,1381,50.5,22,0,No Failure
2008,L49187,L,298.6,308.4,1562,34.4,25,0,No Failure
2009,L49188,L,298.5,308.3,1811,24.7,27,0,No Failure
2010,M16869,M,298.6,308.3,1717,28.7,29,0,No Failure
2011,L49190,L,298.6,308.3,1278,60.5,32,0,No Failure
2012,L49191,L,298.7,308.5,1616,30.2,34,0,No Failure
2013,L49192,L,298.6,308.4,1397,46.4,36,0,No Failure
2014,L49193,L,298.6,308.4,1485,42.9,38,0,No Failure
2015,L49194,L,298.6,308.4,1310,59.7,40,0,No Failure
2016,L49195,L,298.5,308.2,1301,66.3,42,1,Power Failure
2017,L49196,L,298.5,308.3,1458,44,44,0,No Failure
2018,L49197,L,298.7,308.5,1483,42.5,46,0,No Failure
2019,L49198,L,298.7,308.5,1375,46.4,48,0,No Failure
2020,M16879,M,298.7,308.5,1660,27,50,0,No Failure
2021,H31434,H,298.7,308.4,1560,33.3,53,0,No Failure
2022,L49201,L,298.7,308.5,1480,42.2,58,0,No Failure
2023,L49202,L,298.7,308.4,1373,46.9,60,0,No Failure
2024,L49203,L,298.7,308.5,1444,54.2,62,0,No Failure
2025,M16884,M,298.7,308.6,1722,24.7,64,0,No Failure
2026,L49205,L,298.7,308.5,1469,39.9,67,0,No Failure
2027,M16886,M,298.7,308.5,1360,52.9,69,0,No Failure
2028,L49207,L,298.7,308.4,1750,25.8,72,0,No Failure
2029,M16888,M,298.7,308.3,1349,46.6,74,0,No Failure
2030,L49209,L,298.7,308.5,1668,35.2,77,0,No Failure
2031,L49210,L,298.9,308.6,1400,49.5,79,0,No Failure
2032,L49211,L,298.8,308.6,1331,62.8,81,0,No Failure
2033,L49212,L,298.8,308.5,1444,42.2,83,0,No Failure
2034,H31447,H,298.8,308.5,1359,47.6,85,0,No Failure
2035,M16894,M,298.8,308.5,1425,47.4,90,0,No Failure
2036,M16895,M,298.9,308.6,1469,34.2,93,0,No Failure
2037,L49216,L,299,308.7,1892,22.8,96,0,No Failure
2038,H31451,H,299,308.7,1940,19.9,98,0,No Failure
2039,L49218,L,299,308.8,1405,55.2,103,0,No Failure
2040,M16899,M,299,308.9,1449,39.6,105,0,No Failure
2041,L49220,L,299.1,308.9,1686,29.6,108,0,No Failure
2042,L49221,L,299.1,308.9,1680,27.2,110,0,No Failure
2043,M16902,M,299.1,308.9,1397,52.4,112,0,No Failure
2044,M16903,M,299.2,309,1597,30.3,115,0,No Failure
2045,L49224,L,299.3,309.1,1470,41.1,118,0,No Failure
2046,M16905,M,299.3,309.1,1703,31.3,120,0,No Failure
2047,L49226,L,299.3,309.1,1388,45.5,123,0,No Failure
2048,L49227,L,299.3,309.2,1775,24.2,125,0,No Failure
2049,L49228,L,299.3,309.2,1465,41.5,127,0,No Failure
2050,M16909,M,299.3,309.2,1586,37.9,129,0,No Failure
2051,M16910,M,299.5,309.3,1675,29.2,132,0,No Failure
2052,M16911,M,299.4,309.2,1470,44.4,135,0,No Failure
2053,L49232,L,299.5,309.3,1477,40.4,138,0,No Failure
2054,L49233,L,299.5,309.3,1382,61,140,0,No Failure
2055,M16914,M,299.6,309.4,1605,29.8,142,0,No Failure
2056,L49235,L,299.6,309.4,1643,32.9,145,0,No Failure
2057,L49236,L,299.5,309.3,1333,54.1,147,0,No Failure
2058,L49237,L,299.5,309.3,1520,42.3,149,0,No Failure
2059,M16918,M,299.5,309.3,1902,24,151,0,No Failure
2060,H31473,H,299.5,309.4,1386,44.4,154,0,No Failure
2061,L49240,L,299.6,309.5,1803,27.7,159,0,No Failure
2062,L49241,L,299.7,309.6,1359,50.7,161,0,No Failure
2063,M16922,M,299.7,309.6,1477,42.7,163,0,No Failure
2064,L49243,L,299.7,309.6,1321,53.4,166,0,No Failure
2065,L49244,L,299.6,309.5,1453,41.4,168,0,No Failure
2066,L49245,L,299.7,309.6,1419,45.1,170,0,No Failure
2067,L49246,L,299.7,309.6,1512,36.2,172,0,No Failure
2068,L49247,L,299.7,309.6,1553,36.8,174,0,No Failure
2069,M16928,M,299.7,309.6,1534,39.1,176,0,No Failure
2070,H31483,H,299.7,309.6,1553,41,179,0,No Failure
2071,L49250,L,299.7,309.5,1352,49.7,184,0,No Failure
2072,M16931,M,299.7,309.6,1313,60,186,0,No Failure
2073,L49252,L,299.6,309.5,1570,35.5,189,0,Random Failures
2074,L49253,L,299.6,309.4,1677,31.1,191,0,No Failure
2075,L49254,L,299.5,309.4,1602,31.5,193,0,No Failure
2076,L49255,L,299.5,309.4,1390,58.8,195,1,Overstrain Failure
2077,L49256,L,299.4,309.3,1544,36,197,0,No Failure
2078,L49257,L,299.4,309.4,1701,31.2,199,0,No Failure
2079,M16938,M,299.4,309.3,1692,28.4,201,0,No Failure
2080,M16939,M,299.3,309.3,1523,37.9,204,0,No Failure
2081,L49260,L,299.3,309.2,2280,15.4,207,0,No Failure
2082,M16941,M,299.4,309.3,1485,47.1,209,0,No Failure
2083,H31496,H,299.4,309.2,1513,36.1,212,0,No Failure
2084,H31497,H,299.4,309.3,1743,28.2,0,0,No Failure
2085,L49264,L,299.5,309.3,1442,46.2,5,0,No Failure
2086,L49265,L,299.5,309.3,1462,46.7,7,0,No Failure
2087,H31500,H,299.4,309.3,1439,49.7,9,0,No Failure
2088,L49267,L,299.5,309.3,1577,36.6,14,0,No Failure
2089,L49268,L,299.6,309.4,1331,46.4,16,0,No Failure
2090,L49269,L,299.5,309.3,1941,22.5,18,0,No Failure
2091,L49270,L,299.5,309.2,1393,47.3,20,0,No Failure
2092,L49271,L,299.4,309.2,1433,42.1,22,0,No Failure
2093,L49272,L,299.4,309.2,1444,48.2,24,0,No Failure
2094,L49273,L,299.4,309.2,1564,39,26,0,No Failure
2095,L49274,L,299.4,309.3,1377,43.6,28,0,No Failure
2096,L49275,L,299.4,309.3,1525,41.5,30,0,No Failure
2097,M16956,M,299.5,309.4,1387,56.2,32,0,No Failure
2098,M16957,M,299.4,309.4,1326,47.5,35,0,No Failure
2099,L49278,L,299.4,309.3,1401,59,38,0,No Failure
2100,L49279,L,299.4,309.3,1596,31.8,40,0,No Failure
2101,M16960,M,299.3,309.3,1471,46,42,0,No Failure
2102,L49281,L,299.3,309.3,1528,37.8,45,0,No Failure
2103,L49282,L,299.3,309.3,1325,62,47,0,No Failure
2104,M16963,M,299.3,309.1,1376,46.7,49,0,No Failure
2105,M16964,M,299.3,309.1,1600,35.3,52,0,No Failure
2106,L49285,L,299.3,309.1,1495,44,55,0,No Failure
2107,L49286,L,299.4,309.1,1645,28.6,57,0,No Failure
2108,M16967,M,299.4,309.1,1417,47.3,59,0,No Failure
2109,H31522,H,299.4,309,1415,51.7,62,0,No Failure
2110,M16969,M,299.3,309,1496,43.4,67,0,No Failure
2111,H31524,H,299.3,309,1508,35,70,0,No Failure
2112,L49291,L,299.4,309,1436,47.9,75,0,No Failure
2113,L49292,L,299.5,309.1,1852,22.6,77,0,No Failure
2114,L49293,L,299.5,309.1,1863,22.5,79,0,No Failure
2115,H31528,H,299.4,309.1,1373,44.1,81,0,No Failure
2116,L49295,L,299.4,309,1404,47.3,86,0,No Failure
2117,M16976,M,299.4,309,1381,44.9,88,0,No Failure
2118,H31531,H,299.4,308.9,1762,29.3,91,0,No Failure
2119,H31532,H,299.3,308.9,1429,43,96,0,No Failure
2120,M16979,M,299.3,308.9,1858,24.7,101,0,No Failure
2121,H31534,H,299.2,308.8,1908,21.3,104,0,No Failure
2122,M16981,M,299.2,308.8,1503,37.4,109,0,No Failure
2123,M16982,M,299.2,308.8,1523,38.9,112,0,No Failure
2124,L49303,L,299.3,309,1491,38.4,115,0,No Failure
2125,L49304,L,299.2,308.9,1430,39.1,117,0,No Failure
2126,L49305,L,299.3,308.9,1258,69.4,119,1,Power Failure
2127,L49306,L,299.3,309,1449,46.5,121,0,No Failure
2128,H31541,H,299.3,309,1425,40.6,123,0,No Failure
2129,L49308,L,299.4,309,1800,24.3,128,0,No Failure
2130,H31543,H,299.4,309,1607,33.7,130,0,No Failure
2131,L49310,L,299.4,309,1391,58.2,135,0,No Failure
2132,L49311,L,299.4,309.1,1432,45.4,137,0,No Failure
2133,L49312,L,299.4,309,1660,28.4,139,0,No Failure
2134,H31547,H,299.3,309,1732,29.7,141,0,No Failure
2135,L49314,L,299.3,309,1473,46.3,146,0,No Failure
2136,L49315,L,299.3,309,1511,47.8,148,0,No Failure
2137,L49316,L,299.2,308.9,1588,41.5,150,0,No Failure
2138,L49317,L,299.3,308.9,1623,31.1,152,0,No Failure
2139,L49318,L,299.3,309,1734,30.6,154,0,No Failure
2140,L49319,L,299.3,309,1415,47.6,156,0,No Failure
2141,L49320,L,299.3,309,1419,46.6,158,0,No Failure
2142,M17001,M,299.3,308.9,1577,34.9,160,0,No Failure
2143,L49322,L,299.3,308.9,1376,60.3,163,0,No Failure
2144,M17003,M,299.3,308.8,1442,49,165,0,No Failure
2145,L49324,L,299.4,308.9,1451,40.5,168,0,No Failure
2146,L49325,L,299.3,308.8,1550,45.8,170,0,No Failure
2147,L49326,L,299.3,308.8,1647,32.9,172,0,No Failure
2148,L49327,L,299.4,308.9,1550,33.7,174,0,No Failure
2149,L49328,L,299.4,308.9,1583,34.1,176,0,No Failure
2150,L49329,L,299.4,309,1613,32.2,178,0,No Failure
2151,H31564,H,299.3,308.8,1636,35.5,180,0,No Failure
2152,M17011,M,299.3,308.7,1289,51.5,185,0,No Failure
2153,M17012,M,299.3,308.8,1648,28.4,188,0,No Failure
2154,H31567,H,299.3,308.8,1397,45.4,191,0,No Failure
2155,M17014,M,299.3,308.9,1767,24.8,196,0,No Failure
2156,L49335,L,299.3,308.8,1341,47.7,199,0,No Failure
2157,M17016,M,299.4,308.9,1457,41.5,201,0,No Failure
2158,M17017,M,299.4,309,1939,19.8,204,0,No Failure
2159,M17018,M,299.5,309,1399,49.7,207,0,No Failure
2160,M17019,M,299.5,309,1602,31.3,210,0,No Failure
2161,L49340,L,299.4,309,1507,41,213,0,No Failure
2162,L49341,L,299.4,309.1,1464,40.5,215,0,No Failure
2163,L49342,L,299.5,309.1,1336,42.1,217,0,No Failure
2164,L49343,L,299.6,309.2,1422,39.8,219,0,No Failure
2165,L49344,L,299.6,309.2,1540,36.7,221,0,No Failure
2166,L49345,L,299.5,309.1,1476,47.8,223,0,No Failure
2167,M17026,M,299.6,309.2,1867,23.4,225,1,Tool Wear Failure
2168,H31581,H,299.6,309.1,1588,41.3,0,0,No Failure
2169,M17028,M,299.5,309.1,1420,49.5,5,0,No Failure
2170,L49349,L,299.5,309.1,1415,49.2,8,0,No Failure
2171,M17030,M,299.4,309.1,1500,43.3,10,0,No Failure
2172,L49351,L,299.5,309.1,1502,44.6,13,0,No Failure
2173,L49352,L,299.5,309.2,1816,23,15,0,No Failure
2174,M17033,M,299.5,309.2,1495,41.6,17,0,No Failure
2175,L49354,L,299.6,309.2,1572,33.4,20,0,No Failure
2176,M17035,M,299.5,309.2,1590,35.9,22,0,No Failure
2177,M17036,M,299.6,309.3,1387,48.3,25,0,No Failure
2178,M17037,M,299.6,309.2,1393,47.7,28,0,No Failure
2179,L49358,L,299.6,309.2,1602,37.3,31,0,No Failure
2180,L49359,L,299.6,309.2,1601,33.3,33,0,No Failure
2181,H31594,H,299.6,309.2,1597,36.3,35,0,No Failure
2182,H31595,H,299.5,309.1,1548,44.3,40,0,No Failure
2183,M17042,M,299.5,309.2,1314,61.8,45,0,No Failure
2184,M17043,M,299.6,309.3,1577,39.8,48,0,No Failure
2185,L49364,L,299.8,309.4,1475,43.4,51,0,No Failure
2186,L49365,L,299.8,309.4,1630,32.4,53,0,No Failure
2187,L49366,L,299.7,309.4,1445,42.9,55,0,No Failure
2188,M17047,M,299.8,309.4,1439,47.4,57,0,No Failure
2189,L49368,L,299.7,309.3,1420,44.1,60,0,No Failure
2190,H31603,H,299.7,309.2,1554,41.6,62,0,No Failure
2191,M17050,M,299.6,309.1,1471,44.3,67,0,No Failure
2192,L49371,L,299.6,309,1648,33.6,70,0,No Failure
2193,L49372,L,299.6,309,1472,48.8,72,0,No Failure
2194,M17053,M,299.5,308.9,1448,42.9,74,0,No Failure
2195,M17054,M,299.6,308.9,1568,35.3,77,0,No Failure
2196,L49375,L,299.6,308.9,1613,30.8,80,0,No Failure
2197,M17056,M,299.7,308.9,1551,35.4,82,0,No Failure
2198,L49377,L,299.7,309,1412,49.2,85,0,No Failure
2199,M17058,M,299.7,308.9,1478,41,87,0,No Failure
2200,M17059,M,299.8,309.1,1268,58,90,0,No Failure
2201,L49380,L,299.8,309.1,1546,35.6,93,0,No Failure
2202,L49381,L,299.8,309,1567,36.1,95,0,No Failure
2203,M17062,M,299.9,309.2,1548,35.7,97,0,No Failure
2204,L49383,L,299.8,309,1614,30.8,100,0,No Failure
2205,M17064,M,299.7,309.1,1352,46.1,102,0,No Failure
2206,L49385,L,299.9,309.2,1624,34.6,105,0,No Failure
2207,L49386,L,299.9,309.2,1436,52,107,0,No Failure
2208,L49387,L,299.8,309.2,1591,37.5,109,0,No Failure
2209,H31622,H,299.8,309.2,1435,42.6,111,0,No Failure
2210,L49389,L,299.8,309.3,1386,49.4,116,0,No Failure
2211,L49390,L,299.7,309.2,1401,54.1,118,0,No Failure
2212,M17071,M,299.6,309,1245,64,120,0,No Failure
2213,L49392,L,299.7,309.1,1475,40,123,0,No Failure
2214,L49393,L,299.7,309.1,1473,39.4,125,0,No Failure
2215,H31628,H,299.7,309.2,1355,44.8,127,0,No Failure
2216,H31629,H,299.7,309.2,1468,49.6,132,0,No Failure
2217,L49396,L,299.7,309.2,1645,30.8,137,0,No Failure
2218,L49397,L,299.7,309.1,1347,55.3,139,0,No Failure
2219,L49398,L,299.7,309.1,1713,33.5,141,0,No Failure
2220,M17079,M,299.6,309.1,1435,48.4,143,0,No Failure
2221,M17080,M,299.6,309,1736,26.1,146,0,No Failure
2222,L49401,L,299.6,309,1372,60.4,149,0,No Failure
2223,L49402,L,299.7,309,1605,33,151,0,No Failure
2224,L49403,L,299.6,309,1413,48.5,153,0,No Failure
2225,M17084,M,299.7,309,1645,31.9,155,0,No Failure
2226,M17085,M,299.7,309,1465,49,158,0,No Failure
2227,M17086,M,299.6,308.9,1685,27.8,161,0,No Failure
2228,L49407,L,299.5,308.8,1965,20.4,164,0,No Failure
2229,H31642,H,299.4,308.6,1542,41.8,166,0,No Failure
2230,L49409,L,299.4,308.7,1681,30.8,171,0,No Failure
2231,L49410,L,299.5,308.7,1446,45.7,173,0,No Failure
2232,L49411,L,299.4,308.6,1415,56.4,175,0,No Failure
2233,L49412,L,299.5,308.6,1672,30.5,177,0,No Failure
2234,L49413,L,299.5,308.7,2549,13,179,1,Power Failure
2235,L49414,L,299.4,308.6,1492,40.5,181,0,No Failure
2236,M17095,M,299.4,308.6,1455,42.7,183,0,No Failure
2237,M17096,M,299.3,308.5,1422,43.1,186,0,No Failure
2238,L49417,L,299.3,308.6,1403,50.6,189,0,No Failure
2239,L49418,L,299.3,308.6,1474,49.6,191,0,No Failure
2240,L49419,L,299.2,308.6,1381,50,193,0,No Failure
2241,L49420,L,299.2,308.5,1457,44.7,195,0,No Failure
2242,L49421,L,299.2,308.4,1711,28.9,197,0,No Failure
2243,L49422,L,299.2,308.4,1667,29,199,0,No Failure
2244,L49423,L,299.2,308.4,1465,35,201,0,No Failure
2245,M17104,M,299.3,308.4,1542,37.5,203,1,Tool Wear Failure
2246,M17105,M,299.3,308.4,1438,42.3,0,0,No Failure
2247,L49426,L,299.3,308.4,1406,47.4,3,0,No Failure
2248,M17107,M,299.2,308.4,1396,48.5,5,0,No Failure
2249,M17108,M,299.3,308.5,1304,60.6,8,0,No Failure
2250,L49429,L,299.2,308.5,1442,46.5,11,0,No Failure
2251,M17110,M,299.2,308.4,1396,48.7,13,0,No Failure
2252,H31665,H,299.1,308.3,1424,43.4,16,0,No Failure
2253,H31666,H,299.1,308.3,1451,42.8,21,0,No Failure
2254,L49433,L,299.2,308.4,1386,54.1,26,0,No Failure
2255,L49434,L,299.1,308.3,1325,46.9,28,0,No Failure
2256,L49435,L,299.1,308.3,1559,33.7,30,0,No Failure
2257,L49436,L,299.1,308.3,1489,38.1,32,0,No Failure
2258,L49437,L,299.1,308.3,1892,25.2,34,0,No Failure
2259,L49438,L,299.1,308.2,1319,60.3,36,0,No Failure
2260,L49439,L,299.1,308.3,1431,52.3,38,0,No Failure
2261,H31674,H,299.1,308.3,1521,36.5,40,0,No Failure
2262,M17121,M,299.1,308.2,1435,45.2,45,0,No Failure
2263,L49442,L,299.1,308.3,1533,42.4,48,0,No Failure
2264,M17123,M,299.2,308.4,1529,43,50,0,No Failure
2265,M17124,M,299.2,308.4,1415,43.5,53,0,No Failure
2266,M17125,M,299.2,308.4,1330,51.2,56,0,No Failure
2267,L49446,L,299.2,308.5,1381,60.6,59,0,No Failure
2268,L49447,L,299.2,308.5,1370,52.4,61,0,No Failure
2269,L49448,L,299.2,308.5,1438,46.6,63,0,No Failure
2270,L49449,L,299.3,308.6,1314,48.2,65,0,No Failure
2271,L49450,L,299.3,308.6,1437,48.1,67,0,No Failure
2272,L49451,L,299.2,308.5,1821,26.1,69,0,No Failure
2273,M17132,M,299.3,308.6,1448,52.1,71,0,No Failure
2274,L49453,L,299.3,308.5,1589,32.7,74,0,No Failure
2275,L49454,L,299.3,308.6,1520,33.7,76,0,No Failure
2276,L49455,L,299.3,308.6,1605,37,78,0,No Failure
2277,L49456,L,299.3,308.7,1393,54.2,80,0,No Failure
2278,H31691,H,299.3,308.7,1408,44.4,82,0,No Failure
2279,M17138,M,299.3,308.7,1459,35.6,87,0,No Failure
2280,L49459,L,299.4,308.7,1525,39,90,0,No Failure
2281,L49460,L,299.4,308.8,1390,57,92,0,No Failure
2282,L49461,L,299.3,308.7,1536,38.9,94,0,No Failure
2283,L49462,L,299.4,308.7,1459,47.6,96,0,No Failure
2284,L49463,L,299.2,308.5,1387,51.1,98,0,No Failure
2285,L49464,L,299.2,308.5,1378,53.4,100,0,No Failure
2286,L49465,L,299.4,308.7,1381,56.7,102,0,No Failure
2287,M17146,M,299.4,308.7,1289,60.5,104,0,No Failure
2288,L49467,L,299.4,308.6,1746,26.8,107,0,No Failure
2289,M17148,M,299.4,308.6,1541,39.1,109,0,No Failure
2290,L49469,L,299.4,308.7,1504,37.8,112,0,No Failure
2291,M17150,M,299.5,308.7,1321,51.9,114,0,No Failure
2292,M17151,M,299.5,308.8,1886,20.9,117,0,No Failure
2293,L49472,L,299.6,308.9,1422,53.2,120,0,No Failure
2294,L49473,L,299.5,308.9,1520,38.3,122,0,No Failure
2295,L49474,L,299.4,308.8,1627,32.6,124,0,No Failure
2296,L49475,L,299.4,308.7,1512,37.2,126,0,No Failure
2297,L49476,L,299.4,308.7,1553,42.7,128,0,No Failure
2298,L49477,L,299.3,308.7,1802,26,130,0,No Failure
2299,L49478,L,299.3,308.6,1482,37.6,132,0,No Failure
2300,L49479,L,299.4,308.7,1446,62.9,134,1,Power Failure
2301,L49480,L,299.3,308.6,1371,50.5,136,0,No Failure
2302,M17161,M,299.2,308.6,1586,35.7,138,0,No Failure
2303,L49482,L,299.2,308.5,1515,39.8,141,0,No Failure
2304,L49483,L,299.2,308.5,1374,53.6,143,0,No Failure
2305,L49484,L,299.1,308.5,1455,39.8,145,0,No Failure
2306,H31719,H,299.2,308.5,1342,47.5,147,0,No Failure
2307,L49486,L,299.1,308.6,1260,57.8,152,0,No Failure
2308,H31721,H,299,308.5,1623,33.5,154,0,No Failure
2309,L49488,L,299.1,308.5,1371,55.5,159,0,No Failure
2310,L49489,L,299.1,308.6,1611,31.4,161,0,No Failure
2311,M17170,M,299,308.4,1535,47.5,163,0,No Failure
2312,M17171,M,299.1,308.6,1491,38.5,166,0,No Failure
2313,M17172,M,299.1,308.6,1441,36.2,169,0,No Failure
2314,M17173,M,299.1,308.8,1725,26.6,172,0,No Failure
2315,L49494,L,299.2,308.9,1368,47.2,175,0,No Failure
2316,L49495,L,299.2,308.9,1526,37.9,177,0,No Failure
2317,L49496,L,299.2,308.8,1542,39.2,179,0,No Failure
2318,L49497,L,299.2,308.8,1605,31.1,181,0,No Failure
2319,L49498,L,299.2,308.8,1405,51.4,183,0,No Failure
2320,M17179,M,299.2,308.8,1700,33.5,185,0,No Failure
2321,H31734,H,299.2,308.8,1440,39.1,188,0,No Failure
2322,M17181,M,299.2,308.8,1314,52.5,193,0,No Failure
2323,L49502,L,299.2,308.7,1514,41.9,196,0,No Failure
2324,M17183,M,299.2,308.7,1401,47,198,0,No Failure
2325,L49504,L,299.3,308.8,1636,29.9,201,0,No Failure
2326,L49505,L,299.3,308.8,1603,33.9,203,0,No Failure
2327,M17186,M,299.4,308.7,1487,52.6,205,0,No Failure
2328,M17187,M,299.3,308.7,1420,50.3,208,0,No Failure
2329,L49508,L,299.3,308.7,1579,36.3,211,0,No Failure
2330,L49509,L,299.3,308.7,1484,40.5,213,0,No Failure
2331,M17190,M,299.3,308.7,1390,49.3,215,0,No Failure
2332,L49511,L,299.3,308.6,1384,53.6,218,1,Overstrain Failure
2333,L49512,L,299.2,308.5,1378,50.4,220,1,Overstrain Failure
2334,L49513,L,299.2,308.5,1445,45.2,222,0,No Failure
2335,L49514,L,299.2,308.4,1445,43.5,224,0,No Failure
2336,L49515,L,299.2,308.4,1509,39.4,0,0,No Failure
2337,L49516,L,299.2,308.4,1434,46.8,2,0,No Failure
2338,L49517,L,299.2,308.4,1877,23.9,4,0,No Failure
2339,L49518,L,299.3,308.3,1651,28,6,0,No Failure
2340,L49519,L,299.2,308.2,1466,41.3,8,0,No Failure
2341,L49520,L,299.1,308.1,1479,40.7,10,0,No Failure
2342,L49521,L,299.1,308.2,1409,46.4,12,0,No Failure
2343,M17202,M,299.2,308.2,1674,28.2,14,0,No Failure
2344,L49523,L,299.1,308.3,1305,61.4,17,0,No Failure
2345,M17204,M,299.2,308.3,1755,26.4,19,0,No Failure
2346,L49525,L,299.2,308.4,1475,38.7,22,0,No Failure
2347,L49526,L,299.2,308.4,1402,47.7,24,0,No Failure
2348,L49527,L,299.2,308.3,1410,43,26,0,No Failure
2349,L49528,L,299.2,308.4,1436,41.8,28,0,No Failure
2350,M17209,M,299.3,308.5,1386,42.2,30,0,No Failure
2351,L49530,L,299.3,308.6,1744,26.4,33,0,No Failure
2352,L49531,L,299.2,308.4,1393,48.4,35,0,No Failure
2353,M17212,M,299.3,308.5,1422,45.4,37,0,No Failure
2354,L49533,L,299.2,308.4,1841,22.8,40,0,No Failure
2355,L49534,L,299.3,308.6,1433,37.7,42,0,No Failure
2356,M17215,M,299.3,308.5,1305,60.6,44,0,No Failure
2357,H31770,H,299.3,308.6,1498,39.5,47,0,No Failure
2358,L49537,L,299.3,308.5,1772,26.1,52,0,No Failure
2359,M17218,M,299.2,308.4,1381,42.5,54,0,No Failure
2360,L49539,L,299.3,308.5,1413,38.5,57,0,No Failure
2361,H31774,H,299.2,308.4,1388,53.2,59,0,No Failure
2362,M17221,M,299.2,308.6,1631,35.4,64,0,No Failure
2363,H31776,H,299.3,308.6,1520,41.4,67,0,No Failure
2364,L49543,L,299.3,308.5,1510,45.4,72,0,No Failure
2365,L49544,L,299.2,308.5,1366,49.7,74,0,No Failure
2366,L49545,L,299.4,308.5,1845,22.9,76,0,No Failure
2367,L49546,L,299.3,308.5,1485,44.7,78,0,No Failure
2368,M17227,M,299.3,308.5,1496,39.4,80,0,No Failure
2369,M17228,M,299.3,308.4,1468,42.2,83,0,No Failure
2370,M17229,M,299.2,308.4,1856,22.7,86,0,No Failure
2371,L49550,L,299.2,308.4,1620,34.1,89,0,No Failure
2372,L49551,L,299.3,308.5,1409,44.8,91,0,No Failure
2373,M17232,M,299.3,308.5,1404,49.4,93,0,No Failure
2374,L49553,L,299.2,308.4,1350,51.3,96,0,No Failure
2375,M17234,M,299.2,308.4,1538,38,98,0,No Failure
2376,M17235,M,299.2,308.4,1476,32.7,101,0,No Failure
2377,M17236,M,299.2,308.3,1364,51.8,104,0,No Failure
2378,M17237,M,299.2,308.3,1582,45.5,107,0,No Failure
2379,L49558,L,299.1,308.2,1348,56.1,110,0,No Failure
2380,H31793,H,299.1,308.2,1450,46.1,112,0,No Failure
